"Author, Year",Outcome Name,Outcome Measure(s),Outcome Arms Compared,Treatment Definition,Outcome,Value,Effect Size,95% CI,p-value,"[Effect size (95% CI), p-value]"
"King, 2016b",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"King, 2016b",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"King, 2016b",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"King, 2016b",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"King, 2016b",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"King, 2016b",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"King, 2016b",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"King, 2016b",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"King, 2016b",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"King, 2016b",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"King, 2016b",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kip, 2013",Anger,Aggression Questionnaire,Completer: A vs B,NA,End of Treatment,"Effect size 0.49 (NR), p=0.19",Effect size 0.49 ,NR,p=0.19,"Effect size 0.49 (NR), p=0.19"
"Kip, 2013",Anger,Aggression Questionnaire,ITT: A vs B,NA,End of Treatment,"Effect size 0.46 (NR), p=0.21",Effect size 0.46 ,NR,p=0.21,"Effect size 0.46 (NR), p=0.21"
"Kip, 2013",Depression,CES-D,Completer: A vs B,NA,End of Treatment,"Rate ratio 1.39 (NR), p<0.0001",Rate ratio 1.39 ,NR,p<0.0001,"Rate ratio 1.39 (NR), p<0.0001"
"Kip, 2013",Depression,CES-D,ITT: A vs B,NA,End of Treatment,"Rate ratio 1.27 (NR), p<0.0001",Rate ratio 1.27 ,NR,p<0.0001,"Rate ratio 1.27 (NR), p<0.0001"
"Kip, 2013",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kip, 2013",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kip, 2013",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kip, 2013",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kip, 2013",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kip, 2013",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kip, 2013",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kip, 2013",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kip, 2013",Sleep,PSQI,Completer: A vs B,NA,End of Treatment,"Effect size 0.57 (NR), p=0.10",Effect size 0.57 ,NR,p=0.10,"Effect size 0.57 (NR), p=0.10"
"Kip, 2013",Sleep,PSQI,ITT: A vs B,NA,End of Treatment,"Effect size 0.48 (NR), p=0.14",Effect size 0.48 ,NR,p=0.14,"Effect size 0.48 (NR), p=0.14"
"Kip, 2013",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kip, 2013",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kip, 2013",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kip, 2013",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Anxiety,SCL-25 - Anxiety,Completer: A vs B,Cohen's d,End of Treatment,"Cohen's d 1.56 (NR), p<0.001",1.56,NR,p<0.001," 1.56 (NR), p<0.001"
"Knaevelsrud, 2015",Anxiety,SCL-25 - Anxiety,Completer: A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Knaevelsrud, 2015",Anxiety,SCL-25 - Anxiety,ITT: A vs B,Cohen's d,End of Treatment,"Cohen's d 0.79 (NR), p<0.001",0.79,NR,p<0.001," 0.79 (NR), p<0.001"
"Knaevelsrud, 2015",Anxiety,SCL-25 - Anxiety,ITT: A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Knaevelsrud, 2015",Depression,SCL-25 - Depression,Completer: A vs B,Cohen's d,End of Treatment,"Cohen's d 2.04 (NR), p<0.001",2.04,NR,p<0.001," 2.04 (NR), p<0.001"
"Knaevelsrud, 2015",Depression,SCL-25 - Depression,Completer: A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Knaevelsrud, 2015",Depression,SCL-25 - Depression,ITT: A vs B,Cohen's d,End of Treatment,"Cohen's d 1.03 (NR), p<0.001",1.03,NR,p<0.001," 1.03 (NR), p<0.001"
"Knaevelsrud, 2015",Depression,SCL-25 - Depression,ITT: A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Knaevelsrud, 2015",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Quality of Life,EUROHIS - QOL,Completer: A vs B,Cohen's d,End of Treatment,"Cohen's d 1.52 (NR), p<0.001",1.52,NR,p<0.001," 1.52 (NR), p<0.001"
"Knaevelsrud, 2015",Quality of Life,EUROHIS - QOL,Completer: A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Knaevelsrud, 2015",Quality of Life,EUROHIS - QOL,ITT: A vs B,Cohen's d,End of Treatment,"Cohen's d 0.84 (NR), p<0.001",0.84,NR,p<0.001," 0.84 (NR), p<0.001"
"Knaevelsrud, 2015",Quality of Life,EUROHIS - QOL,ITT: A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Knaevelsrud, 2015",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2015",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Anxiety,BSI-18 - Anxiety,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Anxiety,BSI-18 - Anxiety,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Anxiety,BSI-18 - Anxiety,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Depression,BSI-18 - Depression,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Depression,BSI-18 - Depression,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Depression,BSI-18 - Depression,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Quality of Life,EUROHIS - QOL,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Quality of Life,EUROHIS - QOL,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Quality of Life,EUROHIS - QOL,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Knaevelsrud, 2017",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Depression,QIDS,A vs B,NA,6 to <12 Months After Treatment,"NR (NR), pâ‰¥0.18",NR ,NR,pâ‰¥0.18,"NR (NR), pâ‰¥0.18"
"Kozel, 2018",Depression,QIDS,A vs B,NA,End of Treatment,"NR (NR), pâ‰¥0.18",NR ,NR,pâ‰¥0.18,"NR (NR), pâ‰¥0.18"
"Kozel, 2018",Depression,QIDS,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Functioning,Inventory of Psychosocial Functioning,A vs B,NA,6 to <12 Months After Treatment,"NR (NR), pâ‰¥0.49",NR ,NR,pâ‰¥0.49,"NR (NR), pâ‰¥0.49"
"Kozel, 2018",Functioning,Inventory of Psychosocial Functioning,A vs B,NA,End of Treatment,"NR (NR), pâ‰¥0.49",NR ,NR,pâ‰¥0.49,"NR (NR), pâ‰¥0.49"
"Kozel, 2018",Functioning,Inventory of Psychosocial Functioning,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kozel, 2018",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Depression,HAM-D,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Depression,HAM-D,A vs B,NA,<6 Months After Treatment,"NR (NR), p>0.10",NR ,NR,p>0.10,"NR (NR), p>0.10"
"Krupnick, 2008",Depression,HAM-D,A vs B,NA,End of Treatment,"NR (NR), p<0.01",NR ,NR,p<0.01,"NR (NR), p<0.01"
"Krupnick, 2008",Depression,HAM-D,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Krupnick, 2008",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Depression,PHQ-9,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Depression,PHQ-9,A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Krupnick, 2017",Depression,PHQ-9,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Substance Use,AUDIT,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Krupnick, 2017",Substance Use,AUDIT,A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Krupnick, 2017",Substance Use,AUDIT,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Depression,BDI,Completer: A vs B,NA,End of Treatment,"SMD 2.0 (NR), NR",SMD 2.0 ,NR,"MD 2.0 (NR), NR","SMD 2.0 (NR), NR"
"Kubany, 2004",Depression,BDI,ITT: A vs B,NA,End of Treatment,"SMD 1.6 (NR), NR",SMD 1.6 ,NR,"MD 1.6 (NR), NR","SMD 1.6 (NR), NR"
"Kubany, 2004",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kubany, 2004",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Depression,BDI-II,Completer: A vs B,Group x Time interaction: ,End of Treatment,"Group x Time interaction: Cohen's d 1.07 (NR), p=0.020",1.07,NR,p=0.020," 1.07 (NR), p=0.020"
"Kuckertz, 2014",Depression,BDI-II,ITT: A vs B,Group x Time interaction: ,End of Treatment,"Group x Time interaction: NR (NR), p=0.023",NR ,NR,p=0.023,"NR (NR), p=0.023"
"Kuckertz, 2014",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Kuckertz, 2014",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Langkaas, 2017",Anger,SCL-90-R - Hostility,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Langkaas, 2017",Anger,SCL-90-R - Hostility,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Langkaas, 2017",Anger,SCL-90-R - Hostility,A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Langkaas, 2017",Anger,SCL-90-R - Hostility,A vs B,NA,³12 Months After Treatment,"Treatment x Time interaction: fixed effect estimate 0.18 (-0.02 to 0.38), p=0.08",Treatment x Time interaction: fixed effect estimate 0.18 ,-0.02 to 0.38,p=0.08,"Treatment x Time interaction: fixed effect estimate 0.18 (-0.02 to 0.38), p=0.08"
"Langkaas, 2017",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Langkaas, 2017",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Langkaas, 2017",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Langkaas, 2017",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Langkaas, 2017",Depression,BDI-II,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Langkaas, 2017",Depression,BDI-II,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Langkaas, 2017",Depression,BDI-II,A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Langkaas, 2017",Depression,BDI-II,A vs B,NA,³12 Months After Treatment,"Treatment x Time interaction: fixed effect estimate 2.59 (-1.19 to 6.36), p=0.18",Treatment x Time interaction: fixed effect estimate 2.59 ,-1.19 to 6.36,p=0.18,"Treatment x Time interaction: fixed effect estimate 2.59 (-1.19 to 6.36), p=0.18"
"Langkaas, 2017",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Langkaas, 2017",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Langkaas, 2017",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Langkaas, 2017",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Langkaas, 2017",Quality of Life,WHOQOL-BREF - Psychological,A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Langkaas, 2017",Quality of Life,WHOQOL-BREF - Psychological,A vs B,NA,³12 Months After Treatment,"Treatment x Time interaction: fixed effect estimate -0.30 (-0.60 to -0.00), p=0.05",Treatment x Time interaction: fixed effect estimate -0.30 ,-0.60 to -0.00,p=0.05,"Treatment x Time interaction: fixed effect estimate -0.30 (-0.60 to -0.00), p=0.05"
"Langkaas, 2017",Quality of Life,WHOQOL-BREF - Social,A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
